Event Id,Event Time,Event Name,Risk Rating,Details,Source IP Address,AWS Region,Event Source,User Identity Type,Reason
702c3f9c-e736-41e3-90d9-597afb3fcf2d,2024-09-27T02:32:29.634Z,GetMetricData,Medium,{},192.168.1.161,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
56394135-2dde-4541-ac37-11bf571f0fbc,2024-09-25T17:00:45.425Z,PutMetricData,Medium,{},10.0.0.213,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
d708a640-423d-4468-8075-d70b1cfe95a0,2024-09-25T15:46:36.105Z,PutMetricData,Medium,{},10.0.0.206,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a33866b1-55ad-45e4-b265-55bb4630d848,2024-09-26T16:12:28.041Z,RunInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-p2ziou53""}]}}",98.76.54.135,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
cb15c71c-02bb-4d65-8f2a-0fb2aee903e5,2024-09-25T13:49:39.650Z,PutMetricData,Medium,{},192.168.1.34,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
59670b78-af2d-4c1f-81f8-4f72948df3c4,2024-09-26T13:59:53.011Z,PutMetricData,Medium,{},10.0.0.180,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6c7e7cbe-34f9-4502-bbe2-b6f2e1af2d99,2024-09-26T10:06:21.773Z,PutMetricData,Medium,{},192.168.1.7,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
3167c242-395e-4bf8-9931-785cb6e4486d,2024-09-26T01:31:03.866Z,PutMetricData,Medium,{},192.168.1.57,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6316811a-bfd3-4969-9e69-b2a08a365657,2024-09-25T19:09:22.586Z,PutMetricData,Medium,{},10.0.0.34,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
4b1cc564-9cf0-4a20-9c72-075af0b39f57,2024-09-25T21:53:25.623Z,GetMetricData,Medium,{},10.0.0.38,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
806701df-ebfe-4fed-8659-5dd37774a676,2024-09-26T00:39:18.641Z,PutMetricData,Medium,{},192.168.1.2,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
3a065510-4192-405f-8f96-479496ce66f7,2024-09-25T23:20:25.805Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-wzqtdr9x""}]}}",41.219.220.189,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
5ff4ac23-018a-4cd2-bf22-2d61c57a4c30,2024-09-25T23:23:49.592Z,PutMetricData,Medium,{},10.0.0.88,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a3024e07-8844-4e8e-9d2d-a7c8d3ec2a8f,2024-09-26T12:42:20.616Z,GetMetricData,Medium,{},10.0.0.93,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
363a8093-57fc-42fb-a481-86bdb7e385cc,2024-09-27T01:31:34.474Z,GetMetricData,Medium,{},192.168.1.1,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
fa39f0a2-28fc-40fc-bcd6-da823509e252,2024-09-25T13:19:25.093Z,PutMetricData,Medium,{},192.168.1.137,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
53e809fe-ffc6-4cb2-a11c-b7a857e88c10,2024-09-26T21:21:51.727Z,PutMetricData,Medium,{},10.0.0.227,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b5df7df1-9f74-4f0a-8051-f8370bbee665,2024-09-27T04:28:39.795Z,GetMetricData,Medium,{},10.0.0.120,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f5e45a9a-464c-47f7-8f51-b18819be1331,2024-09-27T03:01:07.415Z,PutMetricData,Medium,{},192.168.1.64,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f7357d04-6468-4a4a-87c6-d0dfdff8c231,2024-09-26T16:49:54.127Z,PutMetricData,Medium,{},192.168.1.40,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
4c84061d-1e09-4f58-a9fd-0d5a4eead7a4,2024-09-25T23:07:54.089Z,PutMetricData,Medium,{},10.0.0.11,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
8f08a13e-dd47-4d78-9c08-e9d962c17e97,2024-09-26T03:07:06.032Z,PutMetricData,Medium,{},10.0.0.8,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b0320658-1f8b-4d40-bc5e-d5a27a45d281,2024-09-26T20:30:20.682Z,PutMetricData,Medium,{},192.168.1.9,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
4760764e-e3b4-4fb7-9b37-5ceb8ffd66fa,2024-09-25T19:12:18.723Z,PutMetricData,Medium,{},192.168.1.98,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
32277c78-e838-46a7-b54f-0b91ab1fed71,2024-09-26T09:51:41.150Z,PutMetricData,Medium,{},192.168.1.150,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
9e262907-8f66-4544-ad99-9e80d6f44c81,2024-09-26T07:18:07.841Z,PutMetricData,Medium,{},192.168.1.224,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
8f11b477-01f4-4c92-bea6-447d2ecf5b7d,2024-09-25T22:05:56.947Z,GetMetricData,Medium,{},192.168.1.151,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a0c9f87f-27b5-4537-a417-128993153507,2024-09-25T17:46:33.463Z,PutMetricData,Medium,{},10.0.0.224,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
c30f73e5-c8d4-42c0-b4dd-d0baa5f93bf0,2024-09-27T10:26:06.832Z,GetMetricData,Medium,{},10.0.0.150,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
cf09db89-bc6f-4a61-9ff0-1d33041d36de,2024-09-26T05:52:16.389Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-c5gknb7n""}]}}",54.32.10.176,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
2b5c13ea-f693-4911-85a3-c98e6ec017f1,2024-09-26T16:30:06.897Z,GetMetricData,Medium,{},10.0.0.124,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
db71e716-2555-40a6-9d5a-410d3f7e7fcf,2024-09-26T14:39:56.657Z,GetMetricData,Medium,{},10.0.0.60,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
9da47953-0643-42a8-a385-9cbb4bb0dcde,2024-09-25T18:01:38.101Z,GetMetricData,Medium,{},192.168.1.2,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
ca6df6c6-b25d-4d3d-a27f-bb7d9a29c9d2,2024-09-26T01:07:48.771Z,GetMetricData,Medium,{},10.0.0.218,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
83f8bfc1-3f8e-47f4-868f-662608a8c5cb,2024-09-26T15:47:22.298Z,GetMetricData,Medium,{},192.168.1.6,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
63625f5d-e339-4aa4-89ed-6cb9a11baf1e,2024-09-25T16:17:16.885Z,GetMetricData,Medium,{},192.168.1.33,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b1c4cdca-07f9-4e78-b033-144c919ea025,2024-09-25T12:40:26.238Z,PutMetricData,Medium,{},10.0.0.42,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0a608f89-57f4-49f2-b518-cbc4b20ffbe0,2024-09-26T03:27:39.953Z,GetMetricData,Medium,{},10.0.0.100,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
3e50b4d0-ffb7-436d-acba-e9dd7b4b24dd,2024-09-27T02:36:22.310Z,GetMetricData,Medium,{},192.168.1.79,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
7c4d2145-cda6-435c-b6b1-711230875be3,2024-09-26T19:04:30.365Z,GetMetricData,Medium,{},10.0.0.199,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
d06e48c0-0e77-4877-83a8-127919016540,2024-09-27T11:28:43.453Z,GetMetricData,Medium,{},10.0.0.6,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
2827a08d-0b71-4224-8e89-fbeb550ace08,2024-09-26T09:06:24.509Z,GetMetricData,Medium,{},192.168.1.243,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6184f2b5-60e1-40b8-9e56-92de5d575377,2024-09-26T08:06:03.222Z,GetSecretValue,Medium,"{""secretId"":""prod-doloribus""}",102.54.32.81,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
db8f2489-e72d-4136-b670-3afdf8bfd873,2024-09-27T08:09:40.656Z,PutMetricData,Medium,{},192.168.1.144,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
de934053-7470-4dd6-9732-8d1b876d434c,2024-09-26T11:39:10.895Z,GetMetricData,Medium,{},192.168.1.56,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
9bec0a8d-740f-4e6f-86d8-f466c179236d,2024-09-26T16:52:37.411Z,PutMetricData,Medium,{},192.168.1.57,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
69c31260-0ec1-445c-9ec2-6c07cc03c612,2024-09-26T22:27:14.736Z,GetMetricData,Medium,{},192.168.1.101,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f787b57a-c86e-4e05-aede-82052accc32a,2024-09-26T20:18:47.107Z,PutMetricData,Medium,{},192.168.1.109,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
bd485edc-69a2-4bee-9bb8-a04f00c4391b,2024-09-27T00:50:12.017Z,GetMetricData,Medium,{},192.168.1.151,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6a469051-f9c7-4d97-961b-49c37dcc5234,2024-09-26T01:22:30.931Z,PutMetricData,Medium,{},192.168.1.75,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
167df2c8-d2ee-4756-a5e8-f13271089509,2024-09-25T23:12:00.164Z,GetMetricData,Medium,{},192.168.1.143,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
cc523471-6987-49ca-8bcd-a52eb8152ab9,2024-09-26T18:32:17.360Z,GetMetricData,Medium,{},10.0.0.194,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0555a0fc-c335-42ba-9840-3c3398c2789d,2024-09-25T19:47:48.105Z,PutMetricData,Medium,{},10.0.0.224,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
59bfa8f4-fb17-4230-9ec3-4d923f0ea665,2024-09-25T23:27:06.336Z,GetMetricData,Medium,{},192.168.1.80,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
c93d907b-e348-4242-be19-84302616c6b4,2024-09-27T07:55:49.276Z,GetMetricData,Medium,{},192.168.1.231,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6fc6eb2e-bf9c-48f5-b3dc-a0d6c58cbbdb,2024-09-27T09:33:11.961Z,GetMetricData,Medium,{},192.168.1.192,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
442f5c2f-6100-4d00-93b2-0030ff96c979,2024-09-26T02:04:50.291Z,GetSecretValue,Medium,"{""secretId"":""prod-pariatur""}",65.43.21.172,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
f14f06eb-7487-4485-9eb1-b9149bdebd19,2024-09-26T14:11:59.734Z,PutMetricData,Medium,{},192.168.1.59,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a9452111-ba74-4dbc-aba0-484ccc252660,2024-09-26T16:36:22.731Z,PutMetricData,Medium,{},192.168.1.244,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
4d12e9b9-669c-481a-af7e-ee3accbfea77,2024-09-27T02:39:40.123Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-2txlpdxl""}]}}",65.43.21.21,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
7bab2e45-90c4-4afd-a642-50cb3064b336,2024-09-27T04:04:46.302Z,CopyObject,Medium,"{""bucketName"":""prod-consequatur"",""key"":""orchestrator_channels_assistant.cct""}",102.54.32.182,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
8ac6753b-c3c0-438b-9da1-5d3a190fc2aa,2024-09-26T21:08:51.860Z,TerminateInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-jibszc4a""}]}}",123.456.78.152,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
471f46be-fd8b-491a-8762-9b0bde639a1f,2024-09-27T06:30:43.474Z,GetMetricData,Medium,{},10.0.0.191,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
9fb376bf-3be5-4728-8631-7247e76dae3b,2024-09-26T03:09:13.441Z,GetMetricData,Medium,{},10.0.0.215,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a84258e3-425a-4ba0-8064-801c374c5684,2024-09-26T05:49:46.966Z,GetMetricData,Medium,{},192.168.1.221,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
83fca3c6-d83e-4ffa-881f-0e55a89c7f9c,2024-09-26T04:19:45.065Z,PutMetricData,Medium,{},192.168.1.115,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
f01cac6e-b7da-44c6-9799-12ffa2ee05da,2024-09-26T22:06:46.121Z,PutUserPolicy,High,{},65.43.21.123,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com, User has made changes to IAM policies HIGH RISK: User has made changes to IAM policies: brian,"
3e3c7bd4-8cec-4ba6-96a2-063abe0157f8,2024-09-25T22:29:42.637Z,PutMetricData,Medium,{},192.168.1.117,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
e0d6969f-6f44-49ca-85db-be4d9f5fa789,2024-09-26T03:42:19.952Z,PutMetricData,Medium,{},192.168.1.142,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b72b0104-ddde-4ac3-9130-33a180adc991,2024-09-25T17:49:23.824Z,GetMetricData,Medium,{},10.0.0.236,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
662216f3-f7c9-4b3d-86c6-fcc8c83c0d04,2024-09-26T14:39:57.854Z,PutMetricData,Medium,{},10.0.0.68,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
b8a7e6cf-a752-45b6-a052-5ab4307aa728,2024-09-26T03:08:59.131Z,GetMetricData,Medium,{},192.168.1.161,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
bdef249b-8c20-4de2-bd01-ceadd6ddef8a,2024-09-26T15:51:23.533Z,GetSecretValue,Medium,"{""secretId"":""prod-quia""}",123.456.78.2,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
c905a9d9-7864-433c-bdb2-34520a81556a,2024-09-27T05:09:37.871Z,GetMetricData,Medium,{},192.168.1.65,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0c5d48fd-1e13-4cc0-9a74-e484c768552f,2024-09-27T08:55:59.987Z,GetMetricData,Medium,{},192.168.1.30,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
ca6bf65b-5643-4a2c-94a2-bb2e6d8ea488,2024-09-27T08:07:11.466Z,PutMetricData,Medium,{},192.168.1.163,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
3d3688aa-2619-4ed5-8939-0d070aeed125,2024-09-26T18:52:01.921Z,PutMetricData,Medium,{},192.168.1.155,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
a90f0de1-8c5f-4aa3-9c1e-922df1646bc8,2024-09-26T05:28:05.424Z,CopyObject,Medium,"{""bucketName"":""prod-est"",""key"":""client_server_lesotho.uvvd""}",123.456.78.8,us-east-1,s3.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
42841112-9025-41d4-8402-ef1eafb9b797,2024-09-26T08:40:40.716Z,GetSecretValue,Medium,"{""secretId"":""prod-et""}",54.32.10.254,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
dfac5f01-2127-4750-9347-05674ff7326b,2024-09-26T10:15:36.552Z,PutMetricData,Medium,{},192.168.1.161,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
ecc119f0-c26c-47d6-826c-30365a6376cc,2024-09-27T01:02:20.131Z,CreateUser,Medium,{},41.219.220.113,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com,"
7af819a4-fd38-4d82-a985-7eea26065b25,2024-09-26T10:40:44.530Z,PutMetricData,Medium,{},192.168.1.150,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
5f81ac17-9dbf-4d01-9e4d-4571226eee8f,2024-09-27T09:42:55.682Z,RunInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-a5q5napp""}]}}",65.43.21.217,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
4b0a26e0-ab3e-4e4e-94c3-f1c54ed48c8f,2024-09-25T18:29:47.759Z,CreateUser,Medium,{},98.76.54.47,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com,"
e5195b37-5523-4b25-9618-bb6db8109d6c,2024-09-27T01:16:33.904Z,CreateUser,Medium,{},98.76.54.98,us-east-1,iam.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: iam.amazonaws.com,"
c1e1f70f-873a-44d9-b8f6-8cc4a99c682e,2024-09-26T23:05:46.165Z,GetSecretValue,Medium,"{""secretId"":""prod-sed""}",98.76.54.225,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
e086f9f9-11e6-4b0d-9a9a-693674caeafe,2024-09-27T01:27:37.352Z,GetMetricData,Medium,{},10.0.0.195,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
e2a32b48-4cca-4b78-bf0a-d00a90faaff0,2024-09-27T09:15:33.941Z,GetMetricData,Medium,{},10.0.0.132,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
884f05d7-19b9-478c-9411-7efe45098694,2024-09-27T11:49:47.150Z,GetMetricData,Medium,{},192.168.1.63,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
155bbd05-4d47-4b50-8c3e-3718ebc94951,2024-09-27T04:57:17.829Z,PutMetricData,Medium,{},10.0.0.123,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
81a9c255-1230-4633-b0f4-edf708df28ce,2024-09-25T23:35:53.440Z,RunInstances,Medium,"{""instancesSet"":{""items"":[{""instanceId"":""prod-pz9fnuip""}]}}",65.43.21.65,us-east-1,ec2.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges, MEDIUM RISK: Event using unapproved service: ec2.amazonaws.com,"
c6df6d3e-d549-4a2e-9f77-b8a6aa128278,2024-09-25T16:47:21.763Z,PutMetricData,Medium,{},10.0.0.133,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
50a6aad9-95a1-465e-a4d4-e222a139572f,2024-09-25T13:51:05.372Z,GetMetricData,Medium,{},10.0.0.253,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
0d781896-86ee-45de-8c94-450034a11736,2024-09-26T10:09:20.393Z,GetMetricData,Medium,{},10.0.0.209,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
bbb9a650-8b2f-4d24-9220-4a0f63a9cde6,2024-09-26T19:15:46.701Z,GetMetricData,Medium,{},10.0.0.138,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
6f0b40ea-a291-4ecb-9204-c58405b584ba,2024-09-25T16:16:30.649Z,GetSecretValue,Medium,"{""secretId"":""prod-ducimus""}",123.456.78.122,us-east-1,secretsmanager.amazonaws.com,IAMUser,"MEDIUM RISK: IP address is outside the allowed ranges MEDIUM RISK: IP address is outside the allowed ranges,"
a316d6d8-eec6-4cd6-9e43-b9ac8ffe336c,2024-09-25T23:34:32.149Z,PutMetricData,Medium,{},192.168.1.165,us-east-1,monitoring.amazonaws.com,IAMUser,"Event using unapproved service MEDIUM RISK: Event using unapproved service: monitoring.amazonaws.com,"
